,PDB ID,Antigen Name,Organism,PDB Name,All PDB ID,Length,Set,Sample weight
3200,4xwo_S,sec22,saccharomyces cerevisiae (atcc 204508 / s288c),structure of get3 bound to the transmembrane domain of sec22,4xwo_S,296,Fold 4,0.04166666666666666
3201,4hg4_Eb,hemagglutinin ha2 | unknown,influenza a virus | influenza a virus,crystal structure of fab 2g1 in complex with a h2n2 influenza virus hemagglutinin,4hg4_Eb,490,Fold 4,0.2
3202,6um6_A,ch848 10.17dt gp120,human immunodeficiency virus 1,cryo-em structure of hiv-1 neutralizing antibody dh270.6 in complex with ch848 10.17dt env,6um6_A,462,Fold 4,0.011904761904761904
3203,3pnw_I,tudor domain-containing protein 3,homo sapiens,crystal structure of the tudor domain of human tdrd3 in complex with an anti-tdrd3 fab,3pnw_I,55,Fold 4,0.125
3204,6oz4_G,envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of broadly neutralizing antibody n49p6 fab in complex with hiv-1 bg505 sosip.664 env trimer ectodomain.,6oz4_G,449,Fold 4,7.763975155279503e-05
3205,6oc3_F,hemagglutinin,influenza a virus (a/solomonislands/3/2006(h1n1)) ,crystal structure of flua-20 fab in complex with the head domain of h1 (a/solomon islands/3/2006),6oc3_F,212,Fold 4,0.0125
3206,5mhr_F,viral attachment protein sigma 1,reovirus sp.,t3d reovirus sigma1 complexed with 9bg5 fab fragments,5mhr_F,163,Fold 4,0.16666666666666666
3207,6uym_F,envelope glycoprotein e2,hepatitis c virus (isolate h),structure of hepatitis c virus envelope glycoprotein e2mc3-v6 redesigned core from genotype 1a bound to broadly neutralizing antibody ar3c,6uym_F,137,Fold 4,0.05555555555555555
3208,5i8h_C,bg505 sosip.664 gp41,human immunodeficiency virus 1,crystal structure of hiv-1 bg505 sosip.664 prefusion env trimer in complex with v3 loop-targeting antibody pgt122 fab and fusion peptide-targeting antibody vrc34.01 fab,5i8h_C,450,Fold 4,0.0007763975155279503
3209,3fku_CD,hemagglutinin | hemagglutinin,influenza a virus | influenza a virus,crystal structure of influenza hemagglutinin (h5) in complex with a broadly neutralizing antibody f10,3fku_CD,503,Fold 4,0.05555555555555555
3210,6al5_A,b-lymphocyte antigen cd19,homo sapiens,complex between cd19 (n138q mutant) and b43 fab,6al5_A,234,Fold 4,1.0
3211,6wiz_AB,hemagglutinin ha2 | hemagglutinin ha1,influenza a virus | influenza a virus,crystal structure of fab 54-1g05 bound to h1 influenza hemagglutinin,6wiz_AB,495,Fold 4,0.25
3212,6vpx_AI,envelope glycoprotein gp41 | envelope glycoprotein gp120 | envelope glycoprotein gp41,human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1,nanodisc of full-length hiv-1 envelope glycoprotein clone amc011 in complex with one pgt151 fab and three 10e8 fabs,6vpx_AI,447,Fold 4,1.0
3213,6iw2_G,envelope protein e,yellow fever virus (strain 17d vaccine),crystal structure of 5a scfv in complex with yfv-17d se in prefusion state,6iw2_G,388,Fold 4,0.1
3214,6nnj_B,envelope glycoprotein gp120,human immunodeficiency virus 1,crystal structure of hiv-1 bg505 sosip.664 prefusion env trimer bound to ch31 scfv in complex with crystallization chaperones 3h109l fab and 35o22 scfv at 3.1 angstrom,6nnj_B,127,Fold 4,0.005952380952380952
3215,6mar_CD,envelope glycoprotein gp160 | envelope glycoprotein gp160 | envelope glycoprotein gp160,human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1,hiv-1 envelope glycoprotein clone bg505 delct n332t in complex with broadly neutralizing antibody fab pgt151,6mar_CD,590,Fold 4,0.16666666666666666
3216,5v8m_A,gp120,human immunodeficiency virus 1,bg505 sosip.664 trimer in complex with broadly neutralizing hiv antibody 3bnc117,5v8m_A,444,Fold 4,0.0002587991718426501
3217,6e3h_AB,hemagglutinin ha2 | hemagglutinin ha1,influenza a virus | influenza a virus,crystal structure of s9-3-37 bound to h5 influenza hemagglutinin,6e3h_AB,497,Fold 4,0.1111111111111111
3218,7ll2_E,envelope glycoprotein gp120,human immunodeficiency virus 1,cryo-em structure of bg505 ds-sosip in complex with glycan276- dependent broadly neutralizing antibody vrc33.01 fab,7ll2_E,447,Fold 4,0.0002587991718426501
3219,2vdp_A,integrin alpha-iib,homo sapiens,integrin alphaiibbeta3 headpiece bound to fibrinogen gamma chain peptide lggakqagdv,2vdp_A,452,Fold 4,0.047619047619047616
3220,6ivz_A,envelope protein,yellow fever virus,crystal structure of 5a scfv complexed with yfv-china se in postfusion state,6ivz_A,391,Fold 4,0.2
3221,6j5d_A,envelope,louping ill virus,complex structure of mab 4.2-scfv with louping ill virus envelope protein domain iii,6j5d_A,94,Fold 4,0.25
3222,6oro_I,rc1 variant of hiv-1 env glycoprotein gp120,human immunodeficiency virus 1,modified bg505 sosip-based immunogen rc1 in complex with the elicited v3-glycan patch antibody ab874nhp,6oro_I,449,Fold 4,0.0002587991718426501
3223,4hg4_Fc,hemagglutinin ha2 | unknown,influenza a virus | influenza a virus,crystal structure of fab 2g1 in complex with a h2n2 influenza virus hemagglutinin,4hg4_Fc,496,Fold 4,0.1
3224,6okp_D,envelope glycoprotein gp120,human immunodeficiency virus 1,b41 sosip.664 in complex with the silent-face antibody sf12 and v3- targeting antibody 10-1074,6okp_D,456,Fold 4,0.005952380952380952
3225,6x9t_AB,hiv-1 envelope glycoprotein bg505 sosip.664 gp120 | hiv-1 envelope glycoprotein bg505 sosip.664 gp41,human immunodeficiency virus 1 | human immunodeficiency virus 1,hiv-1 envelope glycoprotein bg505 sosip.664 expressed in hek293s cells in complex with rm20a3 fab,6x9t_AB,553,Fold 4,0.1
3226,3gbm_CD,hemagglutinin | hemagglutinin,influenza a virus (a/viet nam/1203/2004(h5n1)) | influenza a virus (a/viet nam/1203/2004(h5n1)),crystal structure of fab cr6261 in complex with a h5n1 influenza virus hemagglutinin.,3gbm_CD,496,Fold 4,0.3333333333333333
3227,6vn1_A,envelope glycoprotein b,human alphaherpesvirus 3,a 2.8 angstrom cryo-em structure of a glycoprotein b-neutralizing antibody complex reveals a critical domain for herpesvirus fusion initiation,6vn1_A,584,Fold 4,0.3333333333333333
3228,5hys_K,ig epsilon chain c region,homo sapiens,structure of ige complexed with omalizumab,5hys_K,213,Fold 4,0.027777777777777776
3229,6bkc_E,polyprotein,recombinant hepatitis c virus hk6a/jfh-1,structure of hepatitis c virus envelope glycoprotein e2 core from genotype 6a bound to broadly neutralizing antibody ar3b,6bkc_E,143,Fold 4,0.027777777777777776
3230,6muf_G,envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of hiv-1 b41 sosip.664 prefusion env trimer in complex with human antibodies 3h109l and 35o22 at 3.4 angstrom,6muf_G,421,Fold 4,0.1
3231,6ch7_G,envelope glycoprotein gp41,human immunodeficiency virus 1,xfel crystal structure of a natively-glycosylated bg505 sosip.664 hiv- 1 envelope trimer in complex with the broadly-neutralizing antibodies bg18 and 35o22,6ch7_G,452,Fold 4,0.0007763975155279503
3232,4lf3_C,glucagon receptor,homo sapiens,inhibitory mechanism of an allosteric antibody targeting the glucagon receptor,4lf3_C,95,Fold 4,0.25
3233,6eqc_B,hexon protein,human adenovirus 5,cryo-em reconstruction of a complex of a binding protein and human adenovirus c5 hexon,6eqc_B,921,Fold 4,0.125
3234,5um8_G,glycoprotein gp41,human immunodeficiency virus 1,crystal structure of hiv-1 envelope trimer 16055 nfl td cc (t569g) in complex with fabs 35022 and pgt124,5um8_G,471,Fold 4,0.1
3235,6vkn_AE,envelope glycoprotein gp160 | bg505 sosipv5.2 gp41,human immunodeficiency virus 1 | human immunodeficiency virus 1,bg505 sosip.v5.2.n241.n289 in complex with rhesus macaque fab rm19r,6vkn_AE,573,Fold 4,0.04166666666666666
3236,4ffz_A,envelope protein e,dengue virus 1,crystal structure of denv1-e111 fab fragment bound to denv-1 diii (western pacific-74 strain).,4ffz_A,97,Fold 4,0.03125
3237,5vn3_I,envelope glycoprotein gp160,human immunodeficiency virus 1,cryo-em model of b41 sosip.664 in complex with soluble cd4 (d1-d2) and fragment antigen binding variable domain of 17b,5vn3_I,389,Fold 4,0.05
3238,6v4p_AB,integrin beta-3 | integrin alpha-iib,homo sapiens | homo sapiens,structure of the integrin alphaiibbeta3-abciximab complex,6v4p_AB,827,Fold 4,0.09090909090909093
3239,6wo3_E,envelope glycoprotein e2,recombinant hepatitis c virus hk6a/jfh-1,structure of hepatitis c virus envelope glycoprotein e2 core from genotype 6a bound to broadly neutralizing antibody u1,6wo3_E,148,Fold 4,0.013888888888888888
3240,6x9s_AB,hiv-1 envelope glycoprotein bg505 sosip.664 gp120 | hiv-1 envelope glycoprotein bg505 sosip.664 gp41,human immunodeficiency virus 1 | human immunodeficiency virus 1,hiv-1 envelope glycoprotein bg505 sosip.664 expressed in stable cho cells in complex with rm20a3 fab,6x9s_AB,553,Fold 4,0.1
3241,4qex_A,erythrocyte-binding antigen-175,plasmodium falciparum,crystal structure of pfeba-175 rii in complex with a fab fragment from inhibitory antibody r217,4qex_A,561,Fold 4,0.16666666666666666
3242,2fd6_U,urokinase plasminogen activator surface receptor,homo sapiens,structure of human urokinase plasminogen activator in complex with urokinase receptor and an anti-upar antibody at 1.9 a,2fd6_U,249,Fold 4,0.25
3243,4web_E,hepatitis c virus envelope glycoprotein 2,hepatitis c virus subtype 2a,structure of the core ectodomain of the hepatitis c virus envelope glycoprotein 2,4web_E,123,Fold 4,0.08333333333333333
3244,6mu6_B,envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of hiv-1 bg505 sosip.664 prefusion env trimer bound to small molecule hiv-1 entry inhibitor bms-814508 in complex with human antibodies 3h109l and 35o22 at 3.2 angstrom,6mu6_B,128,Fold 4,0.005952380952380952
3245,6nc2_EK,amc011 v4.2 sosip gp41 | amc011 v4.2 sosip gp120,human immunodeficiency virus 1 | human immunodeficiency virus 1,amc011 v4.2 sosip env trimer in complex with fusion peptide targeting antibody acs202 fragment antigen binding,6nc2_EK,565,Fold 4,0.05555555555555555
3246,6ofi_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of the rv144 c1-c2 specific antibody ch55 fab in complex with hiv-1 clade a/e gp120,6ofi_G,312,Fold 4,0.1111111111111111
3247,4yk4_E,hemagglutinin,influenza a virus,human antibody 641 i-9 in complex with influenza hemagglutinin h1 solomon islands/03/2006,4yk4_E,206,Fold 4,0.0041666666666666675
3248,5u7m_B,envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of hiv-1 bg505 sosip.664 prefusion env trimer bound to small molecule hiv-1 entry inhibitor bms-378806 in complex with human antibodies pgt122 and 35o22 at 3.8 angstrom,5u7m_B,126,Fold 4,0.0002173913043478261
3249,6u59_C,sosip.664 gp120 sosip.664 gp120,human immunodeficiency virus 1,hiv-1 b41 sosip.664 in complex with rabbit antibody 13b,6u59_C,454,Fold 4,0.003968253968253968
3250,3mj9_A,junctional adhesion molecule-like,mus musculus,crystal structure of jaml in complex with the stimulatory antibody hl4e10,3mj9_A,229,Fold 4,1.0
3251,3pnw_U,tudor domain-containing protein 3,homo sapiens,crystal structure of the tudor domain of human tdrd3 in complex with an anti-tdrd3 fab,3pnw_U,54,Fold 4,0.125
3252,5jz7_E,beta-nerve growth factor,homo sapiens,ngf in complex with medi578 scfv,5jz7_E,110,Fold 4,0.0625
3253,5ikc_N,neuronal migration protein doublecortin,homo sapiens,x-ray structure of the n-terminal domain of human doublecortin in complex with fab,5ikc_N,90,Fold 4,0.5
3254,4ydj_G,envelope glycoprotein gp160 envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody 44- vrc13.01 in complex with hiv-1 clade ae strain 93th057 gp120,4ydj_G,298,Fold 4,0.05555555555555555
3255,6ck9_B,gp120 of envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of hiv-1 conc_base0 prefusion env trimer in complex with human antibody fragment 3h109l and 35o22 variants at 3.5 angstrom,6ck9_B,129,Fold 4,0.1
3256,3vi3_D,integrin beta-1,homo sapiens,crystal structure of alpha5beta1 integrin headpiece (ligand-free form),3vi3_D,432,Fold 4,0.25
3257,2vxs_D,interleukin-17a,homo sapiens,structure of il-17a in complex with a potent  fully human neutralising antibody,2vxs_D,77,Fold 5,0.125
3258,6oor_A,antigen-presenting glycoprotein cd1d1,mus musculus,structure of 1b1 bound to mouse cd1d,6oor_A,273,Fold 5,0.3333333333333333
3259,6bdz_A,disintegrin and metalloproteinase domain-containing protein10 ,homo sapiens,adam10 extracellular domain bound by the 11g2 fab,6bdz_A,421,Fold 5,0.5
3260,2r56_B,beta-lactoglobulin,bos taurus,crystal structure of a recombinant ige fab fragment in complex with bovine beta-lactoglobulin allergen,2r56_B,159,Fold 5,0.5
3261,5fhc_J,envelope glycoprotein,zaire ebolavirus (strain mayinga-76),crystal structure of protective human antibodies 100 and 114 in complex with ebola virus fusion glycoprotein (gp),5fhc_J,98,Fold 5,0.5
3262,3kj6_A,beta-2 adrenergic receptor,homo sapiens,crystal structure of a methylated beta2 adrenergic receptor-fab complex,3kj6_A,222,Fold 5,0.5
3263,3hi6_A,integrin alpha-l,homo sapiens,crystal structure of intermediate affinity i domain of integrin lfa-1 with the fab fragment of its antibody al-57,3hi6_A,180,Fold 5,0.25
3264,5kel_I,ebola surface glycoprotein  gp2,zaire ebolavirus,ebov gp in complex with variable fab domains of iggs c2g4 and c13c6,5kel_I,113,Fold 5,0.08333333333333333
3265,4qhu_D,interleukin-17a,homo sapiens,crystal structure of il-17a/fab6785 complex,4qhu_D,100,Fold 5,0.08333333333333333
3266,4xx1_A,phosphatidylcholine-sterol acyltransferase,homo sapiens,low resolution structure of lcat in complex with fab1,4xx1_A,369,Fold 5,0.125
3267,4ckd_C,beta-galactosidase,escherichia coli,model of complex between the e.coli enzyme beta-galactosidase and four single chain fv antibody domains scfv13r4.,4ckd_C,1021,Fold 5,0.25
3268,3dvn_XY,ubiquitin | ubiquitin d77,homo sapiens | homo sapiens,crystal structure of k63-specific fab apu2.16 bound to k63-linked di- ubiquitin,3dvn_XY,151,Fold 5,0.3333333333333333
3269,6b0h_I,pfs25,plasmodium falciparum,crystal structure of pfs25 in complex with the transmission blocking antibody 1262,6b0h_I,168,Fold 5,0.025
3270,3eob_I,integrin alpha-l,homo sapiens,crystal structure the fab fragment of efalizumab in complex with lfa-1 i domain  form ii,3eob_I,179,Fold 5,0.125
3271,6uye_A,sgp,ebola virus,ebov gpdmuc makona bound to rebov-548 fab,6uye_A,231,Fold 5,0.03333333333333333
3272,4dn4_M,c-c motif chemokine 2,homo sapiens,crystal structure of the complex between cnto888 fab and mcp-1 mutant p8a,4dn4_M,61,Fold 5,0.5
3273,6dzm_CF,bundibugyo virus gp2 | bundibugyo virus gp1,bundibugyo ebolavirus | bundibugyo ebolavirus,bundibugyo virus gp (mucin-deleted) in complex with pan-ebolavirus human antibody adi-15878 fab,6dzm_CF,339,Fold 5,0.08333333333333333
3274,3uc0_B,envelope protein,dengue virus 4,crystal structure of domain i of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5h2,3uc0_B,116,Fold 5,0.5
3275,1jps_T,tissue factor,homo sapiens,crystal structure of tissue factor in complex with humanized fab d3h44,1jps_T,200,Fold 5,0.125
3276,1lk3_B,interleukin-10,homo sapiens,engineered human interleukin-10 monomer complexed to 9d7 fab fragment,1lk3_B,136,Fold 5,0.5
3277,3csy_KL,envelope glycoprotein gp2 | envelope glycoprotein gp1,zaire ebola virus | zaire ebola virus,crystal structure of the trimeric prefusion ebola virus glycoprotein in complex with a neutralizing antibody from a human survivor,3csy_KL,325,Fold 5,0.025
3278,6mvl_A,v-type immunoglobulin domain-containing suppressor of t-cell activation ,homo sapiens,crystal structure of vista bound to a ph-selective antibody fab fragment,6mvl_A,131,Fold 5,1.0
3279,3rif_A,avermectin-sensitive glutamate-gated chloride channel gluclalpha ,caenorhabditis elegans,c. elegans glutamate-gated chloride channel (glucl) in complex with fab  ivermectin and glutamate.,3rif_A,340,Fold 5,0.016666666666666666
3280,6s8j_E,envelope glycoprotein 1,ebola virus,structure of zebov gp in complex with 5t0180 antibody,6s8j_E,186,Fold 5,0.011111111111111113
3281,5kov_A,capsid polyprotein vp90,human astrovirus-2,crystal structure of the human astrovirus 2 capsid protein spike in complex with a single chain variable fragment of an astrovirus neutralizing antibody at 3.24-a resolution,5kov_A,216,Fold 5,0.125
3282,2qr0_P,vascular endothelial growth factor a,homo sapiens,structure of vegf complexed to a fab containing tyr and ser in the cdrs,2qr0_P,97,Fold 5,0.022727272727272728
3283,6dc5_G,rsv fusion glycoprotein,"human respiratory syncytial virus a (straina2), human immunodeficiency virus 1 ",rsv prefusion f in complex with am22 fab,6dc5_G,444,Fold 5,0.006666666666666668
3284,6n8d_A,major capsid protein,norovirus hu/gii.4/farmington hills/2004/usa,crystal structure of gii.4 2002 norovirus p domain in complex with neutralizing human antibody a1431,6n8d_A,306,Fold 5,0.125
3285,3ria_C,avermectin-sensitive glutamate-gated chloride channel gluclalpha ,caenorhabditis elegans,c. elegans glutamate-gated chloride channel (glucl) in complex with fab  ivermectin and iodide.,3ria_C,339,Fold 5,0.016666666666666666
3286,4jhw_F,fusion glycoprotein f0,human respiratory syncytial virus,crystal structure of respiratory syncytial virus fusion glycoprotein stabilized in the prefusion conformation by human antibody d25,4jhw_F,449,Fold 5,0.03333333333333333
3287,5w23_C,fusion glycoprotein f0,human respiratory syncytial virus a,crystal structure of rsv f in complex with 5c4 fab,5w23_C,449,Fold 5,0.01111111111111111
3288,6n81_B,major capsid protein,norovirus hu/gii.4/farmington hills/2004/usa,crystal structure of gii.4 2002 norovirus p domain in complex with cross-reactive human antibody a1227,6n81_B,306,Fold 5,0.125
3289,5fhc_K,envelope glycoprotein,zaire ebolavirus (strain mayinga-76),crystal structure of protective human antibodies 100 and 114 in complex with ebola virus fusion glycoprotein (gp),5fhc_K,230,Fold 5,0.1
3290,6s8i_C,enveloped glycoprotein 1,ebola virus,structure of zebov gp in complex with 3t0265 antibody,6s8i_C,186,Fold 5,0.011111111111111113
3291,6pci_B,virion spike glycoprotein,ebola virus,ebov gpdmuc (makona) in complex with rebov-520 and rebov-548 fabs,6pci_B,225,Fold 5,0.03333333333333333
3292,3eoa_I,integrin alpha-l,homo sapiens,crystal structure the fab fragment of efalizumab in complex with lfa-1 i domain  form i,3eoa_I,179,Fold 5,0.125
3293,5kov_S,capsid polyprotein vp90,human astrovirus-2,crystal structure of the human astrovirus 2 capsid protein spike in complex with a single chain variable fragment of an astrovirus neutralizing antibody at 3.24-a resolution,5kov_S,218,Fold 5,0.125
3294,4ij3_A,sulfhydryl oxidase 1,homo sapiens,oxidoreductase fragment of human qsox1 in complex with a fab fragment from an anti- human qsox1 antibody,4ij3_A,237,Fold 5,0.5
3295,5hi3_B,interleukin-17a,homo sapiens,binding site elucidation and structure guided design of macrocyclic il-17a antagonists,5hi3_B,88,Fold 5,0.016666666666666666
3296,5hi4_B,interleukin-17a,homo sapiens,binding site elucidation and structure guided design of macrocyclic il-17a antagonists,5hi4_B,91,Fold 5,0.03125
3297,6dc5_A,rsv fusion glycoprotein,"human respiratory syncytial virus a (straina2), human immunodeficiency virus 1 ",rsv prefusion f in complex with am22 fab,6dc5_A,445,Fold 5,0.01111111111111111
3298,3o0r_BC,nitric oxide reductase subunit b | nitric oxide reductase subunit c,pseudomonas aeruginosa | pseudomonas aeruginosa,crystal structure of nitric oxide reductase from pseudomonas aeruginosa in complex with antibody fragment,3o0r_BC,591,Fold 5,0.16666666666666666
3299,6aru_A,epidermal growth factor receptor,homo sapiens,structure of cetuximab fab mutant in complex with egfr extracellular domain,6aru_A,609,Fold 5,0.08333333333333333
3300,1v7n_Y,thrombopoietin,homo sapiens,human thrombopoietin functional domain complexed to neutralizing antibody tn1 fab,1v7n_Y,139,Fold 5,0.125
3301,5kov_T,capsid polyprotein vp90,human astrovirus-2,crystal structure of the human astrovirus 2 capsid protein spike in complex with a single chain variable fragment of an astrovirus neutralizing antibody at 3.24-a resolution,5kov_T,216,Fold 5,0.125
3302,6phf_G,25 kda ookinete surface antigen,plasmodium falciparum,pfs25 in complex with the human transmission blocking antibody 2587,6phf_G,161,Fold 5,0.16666666666666666
3303,4tnw_D,avermectin-sensitive glutamate-gated chloride channel gluclalpha ,caenorhabditis elegans,c. elegans glutamate-gated chloride channel (glucl) in complex with fab and popc in a lipid-modulated conformation,4tnw_D,340,Fold 5,0.016666666666666666
3304,5u68_B,chimera protein of fusion glycoprotein f0 and envelopeglycoprotein ,"human respiratory syncytial virus a (straina2), human immunodeficiency virus 1 ",structural basis for antibody cross-neutralization of respiratory syncytial virus and human metapneumovirus,5u68_B,448,Fold 5,0.01111111111111111
3305,2vxs_C,interleukin-17a,homo sapiens,structure of il-17a in complex with a potent  fully human neutralising antibody,2vxs_C,80,Fold 5,0.0625
3306,5bv7_A,phosphatidylcholine-sterol acyltransferase,homo sapiens,crystal structure of human lcat (l4f  n5d) in complex with fab of an agonistic antibody,5bv7_A,377,Fold 5,0.25
3307,4yzf_A,band 3 anion transport protein,homo sapiens,crystal structure of the anion exchanger domain of human erythrocyte band 3,4yzf_A,475,Fold 5,0.25
3308,7kzx_B,cadmium and zinc efflux pump fief,shewanella oneidensis,cryo-em structure of yiip-fab complex in apo state,7kzx_B,281,Fold 5,0.25
3309,7kyl_Z,envelope protein domain iii,powassan virus,powassan virus envelope protein diii in complex with neutralizing fab powv-80,7kyl_Z,93,Fold 5,0.5
3310,3dvn_UV,ubiquitin | ubiquitin d77,homo sapiens | homo sapiens,crystal structure of k63-specific fab apu2.16 bound to k63-linked di- ubiquitin,3dvn_UV,151,Fold 5,0.3333333333333333
3311,5l0q_A,disintegrin and metalloproteinase domain-containing protein10 ,bos taurus,crystal structure of the complex between adam10 d+c domain and a conformation specific mab 8c7.,5l0q_A,203,Fold 5,0.25
3312,4tnv_P,avermectin-sensitive glutamate-gated chloride channel gluclalpha ,caenorhabditis elegans,c. elegans glutamate-gated chloride channel (glucl) in complex with fab in a non-conducting conformation,4tnv_P,337,Fold 5,0.05
3313,1fj1_F,outer surface protein a,borrelia burgdorferi,lyme disease antigen ospa in complex with neutralizing antibody fab la-2,1fj1_F,251,Fold 5,0.3333333333333333
3314,5xwd_A,epidermal growth factor receptor,homo sapiens,crystal structure of the complex of 059-152-fv and egfr-ecd,5xwd_A,611,Fold 5,0.027777777777777776
3315,4zyp_B,fusion glycoprotein f0 fibritin,"human respiratory syncytial virus a (straina2), enterobacteria phage t4 ",crystal structure of motavizumab and quaternary-specific rsv- neutralizing human antibody am14 in complex with prefusion rsv f glycoprotein,4zyp_B,449,Fold 5,0.006666666666666668
3316,3b2u_E,epidermal growth factor receptor,homo sapiens,crystal structure of isolated domain iii of the extracellular region of the epidermal growth factor receptor in complex with the fab fragment of imc-11f8,3b2u_E,194,Fold 5,0.005555555555555555
3317,3c09_D,epidermal growth factor receptor,homo sapiens,crystal structure the fab fragment of matuzumab (fab72000) in complex with domain iii of the extracellular region of egfr,3c09_D,191,Fold 5,0.005555555555555555
3318,6fxn_A,tumor necrosis factor ligand superfamily member 13b,homo sapiens,crystal structure of human baff in complex with fab fragment of anti- baff antibody belimumab,6fxn_A,144,Fold 5,0.08333333333333333
3319,6wn1_D,reticulocyte binding protein 2b,plasmodium vivax sal-1,plasmodium vivax reticulocyte binding protein 2b (pvrbp2b) bound to human monoclonal antibody 241242,6wn1_D,235,Fold 5,1.0
3320,4etq_C,imv membrane protein,vaccinia virus,vaccinia virus d8l imv envelope protein in complex with fab of murine igg2a la5,4etq_C,225,Fold 5,0.14285714285714285
3321,6ek2_A,cd81 antigen,homo sapiens,crystal structure of human cd81 large extracellular loop in complex with single chain fv fragment 10,6ek2_A,90,Fold 5,0.028571428571428567
3322,3mac_A,transmembrane glycoprotein,human immunodeficiency virus 1,crystal structure of gp41-derived protein complexed with fab 8062,3mac_A,194,Fold 5,0.25
3323,3u9p_D,neutrophil gelatinase-associated lipocalin,mus musculus,crystal structure of murine siderocalin in complex with an fab fragment,3u9p_D,166,Fold 5,0.5
3324,6cxc_AB,fusion glycoprotein f0  envelope glycoprotein chimera | fusion glycoprotein f0  envelope glycoprotein chimera,"human respiratory syncytial virus a (straina2), human immunodeficiency virus 1  | human respiratory syncytial virus a (straina2), human immunodeficiency virus 1 ",3.9a cryo-em structure of murine antibody bound at a novel epitope of respiratory syncytial virus fusion protein,6cxc_AB,431,Fold 5,0.0625
3325,5o1r_A,gna2132,neisseria meningitidis,human fab 5h2 bound to nhba-c3 from neisseria meningitidis serogroup b,5o1r_A,115,Fold 5,0.5
3326,6elu_J,serum resistance associated; vsg protein,trypanosoma brucei rhodesiense,structure of serum resistance associated protein from t. b. rhodesiense,6elu_J,172,Fold 5,0.125
3327,6cw2_CD,histone acetyltransferase gcn5 | transcriptional adapter 2,saccharomyces cerevisiae | saccharomyces cerevisiae,crystal structure of a yeast saga transcriptional coactivator ada2/gcn5 hat subcomplex  crystal form 1,6cw2_CD,356,Fold 5,0.25
3328,1v7n_Z,thrombopoietin,homo sapiens,human thrombopoietin functional domain complexed to neutralizing antibody tn1 fab,1v7n_Z,138,Fold 5,0.125
3329,1yjd_C,t-cell-specific surface glycoprotein cd28,homo sapiens,crystal structure of human cd28 in complex with the fab fragment of a mitogenic antibody (5.11a1),1yjd_C,118,Fold 5,0.5
3330,6apd_C,fusion glycoprotein f0 envelope glycoprotein,"respiratory syncytial virus, humanimmunodeficiency virus 1 ",crystal structure of rsv f bound by am22 and the infant antibody adi- 19425,6apd_C,452,Fold 5,0.03333333333333333
3331,3ri5_D,avermectin-sensitive glutamate-gated chloride channel gluclalpha ,caenorhabditis elegans,c. elegans glutamate-gated chloride channel (glucl) in complex with fab  ivermectin and picrotoxin,3ri5_D,340,Fold 5,0.016666666666666666
3332,4k3j_B,hepatocyte growth factor beta chain,homo sapiens,crystal structure of onartuzumab fab in complex with met and hgf-beta,4k3j_B,499,Fold 5,0.3333333333333333
3333,3l5w_J,interleukin-13,homo sapiens,crystal structure of the complex between il-13 and c836 fab,3l5w_J,86,Fold 5,0.16666666666666666
3334,6qd8_EF,envelope glycoprotein | envelope glycoprotein virion spike glycoprotein ebov-gp1,ebola virus | ebola virus,em structure of a ebov-gp bound to 4m0368 neutralizing antibody,6qd8_EF,377,Fold 5,0.0041666666666666675
3335,2fjg_V,vascular endothelial growth factor a,homo sapiens,structure of the g6 fab  a phage derived fab fragment  in complex with vegf,2fjg_V,95,Fold 5,0.022727272727272728
3336,5hj3_KL,envelope glycoprotein | envelope glycoprotein,zaire ebolavirus | ebola virus sp.,crystal structure of host-primed ebola virus gp  gpcl.,5hj3_KL,267,Fold 5,0.0125
3337,1nfd_D,n15 alpha-beta t-cell receptor,mus musculus,an alpha-beta t cell receptor (tcr) heterodimer in complex with an anti-tcr fab fragment derived from a mitogenic antibody,1nfd_D,239,Fold 5,0.5
3338,4yzf_D,band 3 anion transport protein,homo sapiens,crystal structure of the anion exchanger domain of human erythrocyte band 3,4yzf_D,475,Fold 5,0.25
3339,3p0y_A,epidermal growth factor receptor,homo sapiens,anti-egfr/her3 fab dl11 in complex with domain iii of egfr extracellular region,3p0y_A,194,Fold 5,0.027777777777777776
3340,6qd8_CD,envelope glycoprotein | envelope glycoprotein virion spike glycoprotein ebov-gp1,ebola virus | ebola virus,em structure of a ebov-gp bound to 4m0368 neutralizing antibody,6qd8_CD,377,Fold 5,0.0041666666666666675
3341,6ea5_BCD,glycoprotein | envelope glycoprotein | glycoprotein,bundibugyo ebolavirus | bundibugyo ebolavirus | bundibugyo ebolavirus,structure of bdbv gpcl in complex with the pan-ebolavirus mab adi- 15878,6ea5_BCD,366,Fold 5,0.5
